C1_total,C2_total,C3_total,total,grade,sex,C1_1ai,C1_1aii,C1_1bi,C1_1bii,C1_1biii,C1_1biv,C1_1ci,C1_1cii,C1_1di,C1_1dii,C1_1e,C1_1eSPaG,C1_2ai,C1_2aii,C1_2bi,C1_2bii,C1_2biii,C1_2biv,C1_2bv,C1_2c,C1_2d,C1_3ai,C1_3aii,C1_3aiii,C1_3bi,C1_3bii,C1_3ci,C1_3cii,C1_3d,C2_Aa,C2_Ab,C2_Ac,C2_Adi,C2_Adii,C2_Aei,C2_Aeii,C2_Aeiii,C2_Aeiv,C2_Af,C2_Ag,C2_Bai,C2_Baii,C2_Bb,C2_Bc,C2_Bd,C2_Be,C2_Bf,C2_C,C2_CSPaG,C3_1ai,C3_1aii,C3_1bi,C3_1bii,C3_1biii,C3_1c,C3_2ai,C3_2aii,C3_2b,C3_2ci,C3_2cii,C3_2ciii,C3_2d,C3_3ai,C3_3aii,C3_3aiii,C3_3b,C3_3ci,C3_3cii,C3_3di,C3_3dii,C3_3e,C3_3f,C3_3fSPaG
70,54,43,167,7,M,1,3,1,1,1,1,2,4,3,2,5,3,4,4,1,2,3,1,1,5,4,4,2,2,1,1,3,3,2,3,1,4,4,2,1,3,0,1,1,4,0,1,1,2,5,4,2,11,4,0,1,2,1,0,2,2,1,2,1,1,0,2,3,2,4,1,2,2,1,2,2,6,3
41,33,38,112,3,F,1,2,1,0,2,,,1,1,0,5,3,2,1,1,2,3,1,,0,4,1,2,0,0,1,0,3,4,0,2,2,4,1,1,1,0,1,2,4,,0,0,2,5,0,0,5,3,0,2,2,0,3,2,2,0,1,1,1,1,2,3,2,2,0,1,2,,2,2,4,3
50,22,38,110,3,F,1,2,1,0,1,1,2,1,3,1,4,3,2,2,1,2,2,0,0,0,5,4,2,1,1,0,1,3,4,2,1,3,3,0,1,1,0,0,2,2,1,1,0,0,3,2,0,,0,0,2,2,1,1,0,2,1,2,1,1,0,1,3,2,3,1,,2,0,3,1,6,3
33,26,37,96,3,F,1,2,1,1,0,0,,1,3,0,2,3,0,2,1,2,2,0,0,0,2,1,1,,1,2,0,3,2,3,1,1,3,0,0,1,0,0,1,2,1,1,0,1,1,2,0,5,3,0,2,0,0,1,3,1,2,2,1,1,2,0,2,2,2,1,1,2,0,3,1,5,3
48,35,35,118,3,M,1,3,1,1,0,0,1,2,3,0,4,3,2,4,1,2,3,0,0,0,4,2,1,2,1,1,1,2,3,1,4,3,3,2,1,0,0,1,2,1,1,1,1,0,1,2,2,6,3,0,2,2,0,2,0,2,1,1,1,1,1,1,2,2,3,1,1,2,0,3,0,4,3
75,61,57,193,9,F,1,3,1,1,2,1,2,3,3,2,6,3,2,3,,0,3,1,2,4,5,4,2,4,1,2,3,4,7,4,1,4,4,0,1,3,0,1,3,6,1,2,4,2,5,4,1,11,4,1,2,2,1,2,4,2,0,2,1,1,2,4,3,2,4,0,2,2,0,4,2,10,4
59,40,40,139,5,M,1,3,1,1,1,0,2,2,2,1,4,3,4,4,1,2,3,2,0,5,3,2,2,2,1,2,2,1,2,0,3,4,4,1,1,1,1,0,2,3,1,0,3,2,2,0,3,7,2,0,2,1,2,0,3,2,2,2,1,1,1,0,1,2,4,1,2,2,0,2,2,5,2
65,47,50,162,6,M,1,3,1,1,0,1,1,3,3,2,6,3,4,3,1,2,2,2,0,0,4,4,1,2,1,4,3,5,2,4,4,4,4,1,1,3,0,0,2,5,1,1,0,1,4,1,1,7,3,1,2,2,1,1,6,2,2,2,1,1,1,2,3,2,3,0,2,2,1,2,2,6,3
80,63,56,199,9,F,1,2,1,1,1,1,3,4,2,1,8,3,4,4,1,2,3,2,2,5,6,4,1,3,1,4,3,3,4,5,3,4,4,2,1,3,2,0,1,5,1,2,1,2,4,4,3,12,4,2,1,2,1,2,6,2,0,2,1,1,3,0,3,2,4,1,2,2,0,3,3,9,4
55,35,34,124,3,M,1,3,1,1,0,1,1,3,2,1,4,3,2,1,1,2,3,1,1,5,4,1,1,2,1,1,1,3,4,1,2,0,3,0,1,1,1,0,2,5,1,1,0,2,1,4,2,5,3,,2,0,0,3,2,1,0,1,0,1,1,3,2,2,2,1,2,1,0,0,1,5,4
43,32,33,108,3,F,1,2,1,0,2,0,0,1,1,1,2,2,2,4,1,2,3,0,0,0,3,2,0,2,0,4,1,2,4,3,1,3,2,1,1,1,0,0,0,4,1,1,1,1,2,1,1,6,2,0,2,2,0,0,2,2,1,2,0,1,2,1,2,2,3,0,1,1,0,2,1,5,1
80,54,54,188,8,F,1,3,1,1,1,0,4,5,3,2,5,3,4,2,1,2,3,2,2,4,6,4,2,4,1,2,3,4,5,3,2,4,4,1,1,3,0,1,2,5,1,1,2,2,2,4,2,10,4,2,2,2,1,4,3,1,0,2,1,1,1,2,3,2,3,1,2,2,0,2,1,12,4
65,53,52,170,7,F,1,3,1,1,0,1,2,4,1,1,4,3,4,2,1,2,2,2,2,5,4,4,1,1,1,3,2,4,3,4,1,3,4,2,1,3,2,1,1,4,1,1,3,2,4,3,3,7,3,0,2,2,0,2,2,2,3,2,1,1,2,3,3,2,4,1,2,2,1,3,1,7,4
72,51,53,176,7,F,1,3,1,1,1,1,2,3,2,1,6,3,4,3,1,2,3,2,2,4,3,4,1,2,1,4,3,5,3,5,2,2,4,1,1,3,2,0,2,2,1,1,3,1,4,2,2,9,4,1,2,2,1,2,3,2,2,2,1,1,2,3,3,2,4,1,2,2,1,2,1,8,3
53,49,37,139,5,M,1,3,1,0,1,1,0,4,0,2,5,3,4,2,1,2,3,0,0,0,5,3,0,1,1,1,3,3,3,1,2,2,4,1,1,3,2,2,0,6,1,1,3,1,3,4,2,6,4,,1,2,0,1,0,0,1,2,1,1,1,0,3,2,3,1,2,2,1,2,1,7,3
72,52,55,179,8,M,1,3,1,1,1,1,3,1,2,2,6,3,4,4,1,2,3,2,2,5,3,4,2,2,1,2,3,4,3,4,3,4,4,2,1,3,2,1,2,5,1,1,1,1,4,3,1,6,3,0,2,2,1,1,4,2,2,2,1,1,3,3,3,2,4,1,2,2,0,5,0,9,3
38,32,38,108,3,M,1,3,1,1,1,0,,0,1,0,4,2,4,2,1,2,2,2,0,0,2,2,0,0,0,1,0,3,3,1,2,2,3,1,1,3,1,0,0,4,1,0,0,1,0,1,0,8,3,0,2,2,1,2,2,2,1,2,1,1,1,0,3,2,3,1,2,2,0,1,0,5,2
41,28,26,95,3,M,1,2,1,1,0,1,0,2,1,0,3,2,2,2,1,0,3,0,1,0,3,3,1,1,1,0,3,3,3,3,0,2,1,0,0,1,1,0,0,1,1,0,1,2,3,3,2,5,2,0,1,0,0,0,0,1,2,1,1,1,2,0,2,2,4,0,2,2,1,1,0,3,0
28,22,24,74,2,M,1,1,1,1,1,,0,1,0,,1,2,2,3,,0,2,0,,0,2,3,1,1,0,1,1,2,1,2,0,0,4,1,1,0,0,1,0,2,1,1,0,0,2,1,1,2,3,0,2,1,1,1,1,2,1,2,,1,1,0,2,2,1,1,,0,0,1,0,2,2
26,16,17,59,1,M,1,1,1,1,1,1,0,1,1,0,,0,2,4,,0,3,0,0,0,0,3,1,1,1,1,1,1,,2,2,1,1,,1,0,,1,1,,1,1,0,0,0,1,,2,2,0,1,1,0,,0,2,0,1,1,1,0,,1,2,1,0,,2,0,0,1,1,2
51,48,40,139,5,F,1,3,1,1,1,1,2,0,3,2,4,3,4,3,1,2,3,0,2,1,2,2,2,1,1,0,1,1,3,4,2,4,4,2,1,1,1,2,3,1,1,1,2,2,3,4,1,6,3,,2,2,0,0,2,1,1,1,0,1,1,2,3,2,4,1,1,2,0,3,2,5,4
69,58,42,169,7,F,1,3,1,1,2,1,0,2,3,2,4,3,4,4,1,2,3,2,2,4,3,3,1,2,1,2,3,3,6,3,1,2,4,2,1,3,3,0,2,5,1,1,4,1,4,2,3,12,4,0,2,2,0,0,1,2,1,2,1,1,2,1,3,2,4,1,2,2,0,2,2,5,4
46,38,47,131,4,F,1,3,1,1,0,0,0,1,0,1,3,2,2,3,1,2,3,1,0,1,2,3,0,4,1,1,3,3,3,3,2,1,1,3,1,3,0,0,1,3,1,1,0,1,4,2,1,7,3,1,2,2,2,1,0,2,0,1,1,1,3,3,3,2,4,1,2,2,0,2,0,9,3
49,42,35,126,4,F,1,3,0,1,0,0,0,2,2,0,4,3,2,4,1,2,2,2,0,1,5,3,0,1,1,0,3,2,4,2,2,2,4,1,1,1,0,1,2,4,1,0,2,1,3,3,1,8,3,0,2,1,1,0,1,2,1,1,0,1,2,1,1,2,4,0,2,2,0,1,0,6,4
26,17,33,76,2,M,1,3,1,1,0,,,2,0,,2,2,2,2,1,,2,0,,0,1,3,,1,1,0,1,,,2,1,2,1,,1,0,1,1,1,2,1,0,0,1,1,2,,0,0,,2,2,0,,0,2,1,2,1,1,1,1,3,2,1,1,2,2,0,2,1,4,2
63,49,45,157,6,M,1,3,1,0,1,1,4,4,2,2,3,3,2,4,1,2,2,2,0,5,5,3,1,2,1,2,3,,3,1,3,4,4,3,1,3,2,1,2,2,1,0,3,1,3,4,1,6,4,1,2,2,0,1,4,1,2,2,1,1,2,2,3,2,4,1,2,2,1,3,0,4,2
68,50,50,168,7,F,1,3,1,1,2,1,0,3,2,2,5,3,2,4,1,2,3,2,2,3,3,4,1,2,1,3,2,5,4,2,2,1,4,3,1,3,2,0,2,3,1,0,4,2,3,2,2,10,3,1,2,2,1,1,2,2,1,2,1,1,2,3,3,2,4,1,2,2,1,3,1,7,3
68,49,45,162,6,M,1,3,1,1,,1,1,3,3,1,4,3,4,3,1,2,2,2,2,3,6,4,1,3,1,0,3,4,5,3,4,2,4,2,1,3,1,,1,6,0,1,1,2,5,2,2,5,4,2,2,2,1,2,2,2,0,1,1,1,2,2,2,2,3,1,2,2,0,2,2,6,3
46,33,33,112,3,F,1,3,1,1,1,0,0,1,1,1,4,4,0,4,1,2,2,2,1,0,3,2,1,0,1,1,3,3,2,1,0,1,4,2,1,1,0,1,1,2,1,0,0,1,2,1,2,8,4,0,2,2,1,0,0,2,0,2,0,0,0,2,2,1,4,1,2,2,0,2,0,5,3
28,23,25,76,2,F,1,2,1,1,1,0,,1,0,0,1,3,2,3,1,0,1,0,0,0,4,1,1,0,0,0,0,,4,1,0,3,3,0,1,1,0,0,0,2,1,0,0,2,2,2,0,3,2,0,2,0,0,,0,2,0,1,1,1,0,,2,2,1,1,,1,0,1,0,7,3
48,43,54,145,5,F,1,2,1,1,2,0,0,3,3,2,4,3,4,1,1,2,2,0,0,0,3,2,1,,0,2,3,1,4,4,0,4,4,1,1,1,2,0,2,4,1,1,1,0,3,4,1,6,3,0,2,2,0,2,3,2,4,2,1,1,2,1,3,2,3,1,2,2,,3,1,11,4
63,45,43,151,5,M,1,3,1,1,2,1,1,3,2,1,4,3,2,3,1,2,3,2,2,3,4,4,2,1,1,0,3,4,3,3,0,4,4,2,1,3,1,0,3,4,1,1,2,1,2,4,0,6,3,0,2,2,2,1,3,2,1,1,1,1,1,2,3,2,2,1,2,2,1,2,1,5,3
45,39,26,110,3,M,1,3,1,0,1,0,2,1,2,0,4,3,2,2,1,,3,,1,1,2,3,0,1,1,2,2,2,4,4,3,2,4,1,1,,1,0,0,1,1,0,2,2,1,3,1,9,3,0,2,,0,0,0,2,1,2,1,1,0,1,1,2,2,1,,2,1,2,0,2,3
39,30,28,97,3,M,1,3,1,1,1,0,0,2,2,1,1,1,1,4,1,2,2,1,1,1,1,3,1,1,1,0,2,2,1,2,2,0,3,1,1,2,0,1,2,1,0,0,1,2,2,2,2,3,3,1,2,2,1,1,0,2,0,1,1,1,0,1,2,2,1,,,2,0,1,1,3,3
47,42,39,128,4,M,1,2,1,1,2,0,3,4,0,1,2,3,4,4,1,0,1,0,0,3,2,2,0,1,1,2,0,3,3,3,1,3,2,1,1,2,0,1,1,4,1,1,2,1,0,4,1,10,3,1,2,2,1,2,0,2,2,2,1,1,2,1,2,2,1,1,2,2,0,2,0,5,3
86,69,60,215,9,F,1,3,1,1,2,1,4,5,1,2,5,4,4,4,1,2,3,2,2,4,4,4,2,4,1,4,3,6,6,3,4,4,4,3,1,3,2,2,2,6,1,2,3,2,4,4,3,12,4,0,1,2,0,4,4,2,3,1,1,1,3,4,3,2,4,1,2,2,0,3,1,12,4
34,25,33,92,2,F,1,3,1,1,0,,,0,,,3,2,4,4,1,2,3,,,,,3,,,1,2,,,3,2,,,4,,1,1,,,2,0,1,0,,2,3,,,6,3,0,2,2,,0,2,2,3,1,1,1,2,,2,2,3,0,2,2,1,,0,3,2
31,18,22,71,2,M,1,2,1,0,0,0,,2,0,1,3,3,1,4,,,,,0,2,2,4,1,,1,1,0,0,2,2,2,2,2,1,1,0,0,1,2,1,,0,1,0,0,0,,0,3,0,,2,,0,,2,0,,0,0,0,0,3,2,3,1,0,1,0,,0,4,4
69,43,41,153,6,F,1,3,1,1,2,1,3,4,2,1,3,3,4,3,1,2,3,2,2,6,2,4,0,2,1,3,3,2,4,3,3,4,4,2,1,0,1,0,1,4,1,1,4,1,1,4,0,5,3,1,2,2,0,1,0,2,1,2,1,1,2,2,3,2,4,1,2,2,0,1,1,5,3
48,49,44,141,5,F,1,3,1,1,1,1,,4,3,0,8,4,1,3,1,2,2,,0,0,3,2,,,1,2,2,,2,3,4,2,4,2,1,3,0,0,2,4,1,1,,2,1,0,3,12,4,0,2,2,0,1,2,2,3,2,1,1,2,1,2,2,4,1,2,2,0,2,1,5,4
52,35,36,123,3,F,1,3,1,1,1,1,0,2,3,1,4,4,4,4,,0,3,2,0,2,1,4,1,1,1,1,2,2,2,3,1,3,4,1,1,3,2,1,0,3,1,0,0,0,3,2,1,3,3,0,2,2,0,2,0,1,1,2,1,1,2,0,3,2,2,1,2,1,1,1,1,5,3
63,46,50,159,6,F,1,3,1,1,0,0,0,2,2,2,5,3,4,4,1,1,3,2,2,4,2,4,1,2,1,4,2,4,2,3,2,4,4,2,1,3,2,0,2,2,1,1,2,1,2,3,3,5,3,1,2,2,2,2,5,2,2,2,1,1,2,2,3,2,2,1,2,2,1,3,0,5,3
37,25,40,102,3,M,1,3,1,1,0,0,0,4,0,1,2,3,2,1,1,2,3,,0,0,1,3,1,1,1,0,1,1,3,1,0,3,4,1,1,0,0,1,1,3,1,1,0,1,1,0,1,3,2,1,1,0,2,1,1,2,2,1,1,0,0,1,3,2,4,1,2,2,1,3,2,4,3
67,39,43,149,5,M,1,3,1,1,1,1,0,2,2,2,5,3,4,4,1,2,3,2,2,2,4,4,1,3,1,3,3,4,2,3,1,2,4,1,1,1,1,1,1,2,1,2,2,1,2,4,1,5,3,0,2,2,0,2,3,1,0,2,1,1,2,2,3,2,2,1,2,2,1,3,1,5,3
63,58,53,174,7,F,1,3,1,1,2,0,1,4,3,2,5,3,4,3,1,0,2,2,0,1,3,1,2,0,1,4,3,5,5,3,2,3,4,2,1,1,1,0,3,6,1,1,3,2,5,4,3,9,4,0,2,2,1,3,4,0,0,2,1,1,3,4,3,2,4,1,2,2,0,4,2,7,3
56,49,40,145,5,M,1,3,1,0,2,1,0,2,3,2,1,3,2,3,1,2,3,2,2,3,3,4,1,1,0,1,3,3,3,2,3,2,3,2,1,3,2,1,3,4,1,1,2,2,3,4,1,6,3,1,2,2,,0,4,2,1,2,0,1,1,2,3,2,4,1,0,2,1,1,0,5,3
61,43,49,153,6,F,1,3,1,1,1,0,3,3,2,0,3,3,2,3,1,2,2,2,0,4,3,4,1,2,0,2,3,4,5,3,3,2,3,1,1,3,0,0,1,4,1,0,2,2,2,4,1,7,3,1,2,2,1,1,4,2,2,2,0,1,2,1,3,2,4,1,2,2,1,3,1,5,4
58,43,41,142,5,F,1,2,1,0,1,0,1,3,0,0,4,2,4,4,1,1,2,0,,5,5,4,1,2,1,1,3,5,4,2,1,4,2,0,1,1,1,1,2,3,1,1,1,1,3,4,0,10,4,0,2,1,0,1,1,2,2,2,0,1,2,2,3,2,4,1,1,2,0,3,1,5,3
60,46,40,146,5,M,1,3,1,1,0,1,0,3,1,1,3,3,2,4,1,2,3,2,0,4,4,4,0,2,1,3,3,3,4,1,2,4,4,2,1,3,0,0,1,4,1,0,1,1,5,4,1,9,2,0,2,2,1,,3,2,1,1,0,1,2,1,2,2,4,1,2,2,0,0,2,6,3
57,37,33,127,4,M,1,3,1,1,1,1,2,4,2,1,4,3,2,3,,1,3,2,0,0,2,3,1,3,1,2,3,2,5,1,4,4,3,2,1,2,0,1,1,2,1,1,0,2,3,0,1,5,3,0,2,2,0,2,0,1,1,1,1,1,2,0,2,2,3,1,2,2,0,1,0,4,3
69,49,46,164,6,M,1,2,1,0,1,1,1,3,2,1,4,4,4,4,1,2,3,2,2,3,4,4,1,,1,2,3,6,6,0,3,4,4,3,1,3,0,1,1,4,1,1,2,1,3,3,3,7,4,1,2,2,1,2,0,2,2,2,1,1,1,2,3,2,4,1,,2,0,2,2,8,3
49,35,50,134,4,M,1,3,1,1,0,0,0,3,2,1,3,3,2,4,1,0,3,1,0,2,3,3,1,,1,2,3,3,2,1,3,3,4,1,1,3,0,0,1,2,1,1,2,1,2,0,0,6,3,0,2,2,0,1,3,2,2,2,0,1,0,2,3,2,4,1,2,2,0,3,2,10,4
26,23,23,72,2,F,1,2,0,0,1,,,1,2,,1,2,1,2,,0,3,,,1,1,3,,,1,2,0,1,1,1,0,2,2,1,1,,1,0,0,3,1,,,0,1,,0,8,2,0,2,0,0,0,2,1,2,1,0,1,1,0,2,1,2,0,,1,0,0,1,4,2
66,38,37,141,5,M,1,2,1,0,2,1,3,4,2,1,5,2,2,4,1,2,3,2,1,3,4,4,2,2,1,2,3,3,3,4,2,2,4,1,1,3,1,0,2,3,1,0,0,1,3,0,0,8,2,0,2,2,1,2,3,2,0,2,1,1,1,1,3,2,2,1,2,2,0,1,0,4,2
69,54,54,177,7,M,1,3,1,1,1,1,2,3,3,1,5,3,4,4,1,2,3,2,1,3,4,4,2,,1,2,3,5,3,2,4,4,4,0,1,3,3,0,1,3,1,1,2,2,3,3,2,11,4,1,2,2,2,3,4,1,0,2,1,1,2,2,3,2,4,1,2,2,0,3,0,10,4
48,36,29,113,3,F,1,3,1,1,2,1,,1,1,0,7,3,2,3,1,2,2,2,0,4,0,4,1,,1,0,2,2,1,3,1,4,3,1,1,3,0,0,2,2,1,1,,0,0,2,0,9,3,0,2,2,0,0,2,1,1,2,1,1,1,0,2,2,3,1,2,2,0,3,1,0,0
30,24,30,84,2,M,1,3,1,1,0,0,0,4,1,,1,2,2,1,1,2,3,,0,0,1,1,0,,1,2,2,,,1,2,2,1,0,1,1,0,0,1,2,1,1,,1,2,0,0,5,3,0,2,2,0,0,0,2,1,0,1,1,1,2,1,2,2,1,0,2,0,0,0,7,3
80,63,60,203,9,M,1,3,1,1,2,1,2,3,2,2,6,3,4,4,1,2,2,2,2,5,6,4,1,3,1,2,1,6,7,5,1,4,4,2,1,2,2,2,2,5,1,2,3,2,3,4,3,11,4,2,2,2,2,3,4,2,2,1,1,1,2,3,3,2,4,1,2,2,1,6,1,7,4
62,51,43,156,6,F,1,3,1,0,1,0,1,2,2,1,7,3,4,3,1,2,3,2,2,0,6,1,2,1,1,2,3,4,3,1,2,4,4,1,1,3,0,2,2,4,1,1,2,1,5,4,2,7,4,1,1,2,1,3,0,1,1,2,1,1,3,0,2,2,3,1,2,2,0,5,0,6,3
72,44,45,161,6,F,1,2,1,1,0,1,1,2,3,0,5,3,4,3,1,2,3,2,2,5,5,3,1,4,1,4,3,4,5,0,4,4,4,2,1,3,2,2,2,4,1,1,0,1,4,1,2,4,2,0,2,2,1,2,3,0,3,1,1,1,2,2,3,2,4,1,2,2,0,2,2,4,3
54,48,31,133,4,M,1,3,1,1,1,0,0,3,2,1,3,3,2,3,1,2,2,2,0,3,2,4,0,2,1,1,3,3,4,2,4,4,4,2,1,3,1,1,1,4,1,1,0,1,3,2,2,7,4,1,2,2,2,0,0,0,0,2,1,1,1,0,3,2,2,1,2,1,0,0,1,4,3
56,42,40,138,5,F,1,2,1,1,2,1,1,2,2,2,4,3,4,4,1,0,2,0,0,5,3,4,0,2,1,1,2,3,2,3,1,3,4,1,0,1,1,1,3,4,1,1,0,0,4,2,3,6,3,0,2,0,0,1,0,2,0,1,1,1,2,3,3,2,4,1,,2,0,4,1,7,3
40,31,26,97,3,F,1,3,1,1,0,,,3,2,1,3,2,2,2,1,1,2,0,,0,3,3,1,2,1,2,1,,2,1,2,3,2,0,1,1,0,0,1,2,1,0,,,3,0,1,9,4,0,2,2,,,0,2,1,1,1,1,2,1,2,2,2,1,,2,0,0,1,1,2
44,29,32,105,3,F,1,2,1,0,1,0,1,2,1,0,4,3,4,3,,1,3,0,0,3,3,2,0,1,1,1,2,3,1,2,3,1,3,0,1,1,0,1,1,0,1,1,0,1,2,2,0,6,3,0,2,2,1,0,0,1,0,1,1,1,2,1,1,2,4,0,2,2,0,2,1,4,2
61,37,43,141,5,F,1,3,1,1,2,1,0,4,3,1,5,3,2,4,1,2,2,2,0,4,1,4,2,0,1,3,2,5,1,1,2,2,4,0,1,3,0,0,3,2,1,0,0,2,0,3,1,9,3,0,2,2,0,2,3,2,1,2,1,1,2,3,3,1,2,1,2,2,1,1,0,6,3
23,21,15,59,1,M,1,2,1,0,0,0,,2,,1,,,4,3,,0,3,,,,,3,2,,,1,,,,2,1,3,3,1,1,0,1,0,1,2,1,1,,1,1,,2,,,0,,0,1,0,0,1,0,1,1,1,1,,1,2,1,1,,2,0,1,1,,
56,41,34,131,4,F,1,2,1,0,2,1,1,2,2,2,3,3,2,4,1,2,3,0,1,4,4,4,1,1,1,1,1,4,2,1,4,4,4,2,1,0,1,0,1,4,1,1,2,2,2,2,2,4,3,0,1,0,0,2,0,1,1,2,1,1,1,1,2,2,3,1,2,2,0,3,1,4,3
58,43,42,143,5,M,1,3,1,1,2,0,0,4,1,1,2,3,4,3,1,2,3,2,0,4,4,4,1,2,1,1,2,2,3,1,4,4,4,2,1,3,1,2,1,2,1,1,0,2,3,1,1,6,3,2,2,2,1,0,3,2,2,2,1,1,1,0,3,2,3,1,2,2,0,1,0,6,3
54,42,41,137,4,F,1,3,1,1,2,1,2,4,3,1,3,3,4,2,,,3,,0,2,2,4,1,,1,2,2,3,3,4,3,2,4,3,0,1,0,0,1,3,1,1,2,2,3,3,1,5,3,0,2,2,0,1,0,2,2,1,1,1,1,2,2,2,3,1,,2,1,2,2,8,3
66,45,43,154,6,F,1,3,1,0,2,1,1,2,0,1,6,3,4,3,1,2,3,1,2,5,4,4,1,1,1,2,3,4,4,3,2,2,3,0,1,1,2,0,1,5,1,1,2,1,4,3,0,10,3,0,2,2,1,3,0,2,0,2,1,1,2,1,2,2,4,1,2,2,0,3,2,6,2
63,45,34,142,5,M,1,3,1,1,1,1,1,5,1,2,5,3,3,3,1,1,1,2,1,3,4,4,1,1,1,2,3,3,4,1,3,4,3,2,1,3,2,1,2,3,1,1,0,1,3,1,3,7,3,0,2,2,1,0,0,2,2,2,1,1,1,0,3,2,2,1,2,2,0,2,0,3,3
31,22,31,84,2,M,1,2,1,0,0,,,1,3,0,1,2,1,4,1,,2,1,0,0,3,2,0,,1,0,2,1,2,3,2,3,3,0,1,1,0,0,2,1,1,1,2,2,,,0,,0,,1,2,0,0,0,1,1,1,1,1,0,0,2,2,2,0,2,2,0,3,1,5,4
55,42,47,144,5,M,1,3,1,1,0,0,2,4,3,2,5,3,2,2,1,2,2,2,0,0,4,3,2,2,1,0,3,4,,2,2,4,2,2,1,3,0,0,2,4,1,1,1,2,3,1,1,7,3,2,2,2,1,1,0,2,2,2,0,1,2,3,3,2,2,1,2,2,1,2,2,7,3
46,27,31,104,3,M,1,3,1,1,1,0,,1,3,1,4,3,2,1,1,2,3,2,0,,4,2,1,,1,3,2,,3,1,0,2,4,1,1,1,1,1,1,,1,0,4,2,3,2,0,1,1,,2,2,1,0,,1,,1,1,1,1,,3,2,2,1,2,2,0,,1,5,3
63,45,45,153,6,F,1,2,1,0,1,1,1,3,2,2,3,4,2,1,1,2,2,2,0,5,4,4,1,3,1,3,3,3,5,1,0,4,3,2,1,3,2,2,2,4,1,1,0,0,3,2,2,9,3,1,2,2,1,2,1,0,2,2,1,1,2,2,2,2,3,1,2,2,0,3,1,7,3
64,47,54,165,6,M,1,2,1,1,2,1,0,3,2,2,5,3,4,3,,1,3,2,2,4,4,3,1,1,1,2,2,4,4,2,4,4,4,1,0,3,1,1,2,4,1,1,1,2,3,0,2,8,3,0,2,2,1,3,3,2,0,2,1,1,2,1,3,2,4,1,2,2,0,6,1,10,3
69,55,51,175,7,F,1,3,1,1,1,1,1,3,3,2,6,2,4,2,1,2,3,1,1,6,5,4,1,1,1,0,3,3,6,3,3,4,3,2,1,3,2,1,1,4,1,0,0,2,3,4,3,11,4,2,2,2,2,2,4,2,2,2,1,1,2,3,1,2,2,1,2,2,0,3,0,8,3
65,54,49,168,7,F,1,2,1,1,2,1,0,3,1,2,2,3,4,4,1,2,3,2,0,4,2,4,1,4,1,3,3,4,4,2,1,4,4,2,1,3,2,0,3,4,1,0,2,1,5,4,1,10,4,0,2,2,1,3,0,1,1,2,1,1,2,3,3,2,4,1,2,2,0,4,2,6,4
68,47,40,155,6,M,1,3,1,1,0,0,3,2,3,1,4,3,4,4,1,2,2,2,2,3,4,4,0,4,1,2,3,3,5,2,3,4,4,3,1,3,0,0,2,3,1,0,2,1,3,4,2,6,3,0,2,2,0,1,1,1,0,2,1,1,1,1,2,2,3,1,2,2,0,3,2,7,3
68,50,51,169,7,M,1,3,1,1,2,0,1,3,3,1,3,3,4,4,1,2,3,2,2,5,4,3,1,1,1,3,3,4,3,2,4,2,3,2,1,0,2,2,2,4,1,1,4,1,3,4,2,6,4,1,2,2,0,3,3,2,2,1,1,1,2,1,3,2,3,1,0,2,0,4,2,9,4
73,50,60,183,8,F,1,3,1,1,1,0,0,5,2,2,6,3,2,4,1,2,3,2,2,5,6,2,2,2,1,2,1,5,6,1,2,4,4,3,1,3,2,0,1,3,1,1,2,0,5,2,2,10,3,1,2,2,2,2,6,2,0,2,1,1,4,2,3,2,4,1,2,2,1,4,1,9,4
50,45,41,136,4,M,1,2,1,0,1,0,2,4,1,1,3,2,1,4,1,2,2,0,1,5,3,3,0,1,1,0,3,2,3,4,1,4,2,1,1,2,0,0,2,4,1,1,2,1,3,2,1,9,4,0,2,2,1,1,2,2,2,2,1,1,1,2,3,2,4,1,2,2,0,0,1,4,3
41,32,23,96,3,M,1,2,1,0,0,0,0,3,3,0,3,3,2,3,,0,3,0,0,0,2,2,2,1,1,2,3,1,3,4,0,2,1,1,1,0,0,2,2,4,1,0,0,1,2,1,1,6,3,0,,0,0,0,1,2,1,2,0,1,3,0,0,1,2,1,,1,0,0,1,4,3
69,38,41,148,5,M,1,3,1,1,1,1,4,2,3,2,3,3,4,4,1,2,3,2,1,4,4,4,2,1,1,0,3,4,4,1,3,4,4,1,1,3,1,0,1,3,1,0,,1,1,2,1,7,3,1,2,2,1,1,4,2,1,2,1,1,1,1,2,2,3,1,2,2,1,1,0,4,3
75,56,56,187,8,F,1,3,1,1,2,1,3,5,3,2,6,3,2,4,1,2,3,2,0,6,4,3,0,2,1,1,3,4,6,3,4,4,4,0,1,3,1,1,0,5,1,1,1,2,3,4,2,12,4,0,2,2,1,3,1,1,2,2,0,1,3,2,3,2,4,1,2,2,1,5,2,10,4
32,30,32,94,3,F,1,2,1,1,1,0,0,1,2,1,0,0,4,2,,1,2,0,1,0,3,1,1,1,1,0,3,0,2,2,1,2,1,0,1,0,1,0,1,2,1,0,3,0,3,3,0,6,3,0,1,0,0,0,1,2,1,1,0,1,1,1,2,2,2,0,2,2,1,3,2,4,3
